Position,Const,Created,Modified,Description,Name,Known For,Birth Date
189,nm0203993,2011-07-19,2012-05-22,"[b]Recommended Viewing:[/b] [link=tt0095037]Distant Voices, Still Lives[/link] (1988), [link=tt0104753]The Long Day Closes[/link] (1992), [link=tt0113952]The Neon Bible[/link] (1995), [link=tt0200720]The House of Mirth[/link] (2000), [link=tt1232790]Of Time and the City[/link] (2008), [link=tt1700844]The Deep Blue Sea[/link] (2011)",Terence Davies,"Distant Voices, Still Lives",1945-11-10
190,nm0000490,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0060955]She's Gotta Have It[/link] (1986), [link=tt0097216][red]Do the Right Thing[/red][/link] (1989), [link=tt0100168]Mo' Better Blues[/link] (1990), [link=tt0104797]Malcolm X[/link] (1992), [link=tt0112688]Clockers[/link] (1995), [link=tt0307901]25th Hour[/link] (2002), [link=tt0783612]When the Levees Broke: A Requiem in Four Acts[/link] (2006)",Spike Lee,Do the Right Thing,1957-03-20
191,nm0955443,2011-07-19,2012-04-23,"[b]Recommended Viewing:[/b] [link=tt0093206]Red Sorghum[/link] (1987), [link=tt0099902][red]Ju Dou[/red][/link] (1990), [link=tt0101640][red]Raise the Red Lantern[/red][/link] (1991), [link=tt0110081]To Live[/link] (1994), [link=tt0115012]Shanghai Triad[/link] (1995), [link=tt0299977]Hero[/link] (2002), [link=tt0385004]House of Flying Daggers[/link] (2004)",Yimou Zhang,Ying xiong,1951-11-14
192,nm0912238,2011-12-15,2011-12-16,"[b]Recommended Viewing:[/b] [link=tt0130515]Blow Job[/link] (1963), [link=tt0187513]Sleep[/link] (1963), [link=tt0062016]My Hustler[/link] (1965), [link=tt0257077]Screen Test[/link] (1965-1966), [link=tt0061465]Chelsea Girls[/link] (1966)",Andy Warhol,Chelsea Girls,1928-08-06
193,nm0158857,2011-07-19,2011-09-26,"[b]Recommended Viewing:[/b] [link=tt0109066]Vive L'Amour[/link] (1994), [link=tt0156610]The Hole[/link] (1998), [link=tt0269746]What Time is it There?[/link] (2001), [link=tt0377556]Goodbye, Dragon Inn[/link] (2003), [link=tt0445760]The Wayward Cloud[/link] (2005), [link=tt0855824]I Don't Want to Sleep Alone[/link] (2006)",Ming-liang Tsai,Dong,1957-10-27
194,nm0001692,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0063628]Song of Summer[/link] (1968), [link=tt0066579]Women in Love[/link] (1969), [link=tt0066109]The Music Lovers[/link] (1970), [link=tt0066993][red]The Devils[/red][/link] (1971), [link=tt0066858]The Boy Friend[/link] (1971), [link=tt0071797]Mahler[/link] (1974), [link=tt0080360]Altered States[/link] (1980), [link=tt0103253]Whore[/link] (1991)",Ken Russell,The Devils,1927-07-03
195,nm0002080,2011-07-18,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0065054]Sweet Charity[/link] (1969), [link=tt0068327]Cabaret[/link] (1972), [link=tt0071746]Lenny[/link] (1974), [link=tt0078754][red]All That Jazz[/red][/link] (1979)",Bob Fosse,Cabaret,1927-06-23
196,nm0202088,2011-07-18,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0039224]Brute Force[/link] (1947), [link=tt0040636]The Naked City[/link] (1948), [link=tt0041958]Thieves' Highway[/link] (1949), [link=tt0042788]Night and the City[/link] (1950), [link=tt0048021]Rififi[/link] (1955), [link=tt0058672]Topkapi[/link] (1964)",Jules Dassin,Du rififi chez les hommes,1911-12-18
197,nm0880618,2011-07-19,2012-03-08,"[b]Recommended Viewing:[/b] [link=tt0020163][red]People on Sunday[/red][/link] (1929) [co-directed by [link=nm0802563]Robert Siodmak[/link]], [link=tt0024894]The Black Cat[/link] (1934), [link=tt0038126]Strange Illusion[/link] (1945), [link=tt0037638][red]Detour[/red][/link] (1945), [link=tt0040751]Ruthless[/link] (1948)",Edgar G. Ulmer,The Black Cat,1904-09-17
198,nm0001005,2011-07-19,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0098725]Sweetie[/link] (1989), [link=tt0099040]An Angel at My Table[/link] (1990), [link=tt0107822][red]The Piano[/red][/link] (1993), [link=tt0117364]The Portrait of a Lady[/link] (1996), [link=tt0810784]Bright Star[/link] (2009)",Jane Campion,Bright Star,1954-04-30
199,nm0000247,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0092263]A Better Tomorrow[/link] (1986), [link=tt0094357]A Better Tomorrow II[/link] (1987), [link=tt0097202][red]The Killer[/red][/link] (1989), [link=tt0099426]Bullet in the Head[/link] (1990), [link=tt0104684]Hard-Boiled[/link] (1992), [link=tt0119094]Face/Off[/link] (1997)",John Woo,Ying hung boon sik,1946-05-01
200,nm0000783,2011-08-10,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0065143]The Bird with the Crystal Plumage[/link] (1969), [link=tt0073582]Deep Red[/link] (1975), [link=tt0076786]Suspiria[/link] (1977), [link=tt0080923]Inferno[/link] (1980), [link=tt0093677]Opera[/link] (1987)",Dario Argento,Profondo rosso,1940-09-07
